group_9924,EC:2.6.1.45/0.0004
group_9925,EC:3.2.2.22/0.0522
group_9918,EC:3.1.1.4/0.0621
group_9919,EC:3.2.2.22/0.0014,EC:1.11.1.24/0.0012,EC:3.1.1.4/0.0009
group_9923,EC:3.1.21.4/0.0002
group_9926,EC:4.2.3.47/0.0067
group_9929,EC:3.1.21.4/0.0003
group_9930,EC:3.1.21.4/0.0150
group_9928,EC:4.2.3.76/0.0001,EC:4.2.3.71/0.0001
group_9927,EC:3.1.21.4/0.0140
group_9931,EC:2.5.1.83/0.1257
group_9932,EC:2.7.7.6/0.0003
group_9933,EC:2.7.13.3/0.0722
group_3988,EC:1.1.2.7/0.0032
group_9934,EC:2.4.1.60/0.0000
group_9935,EC:1.14.13.128/0.0000
group_9936,EC:2.1.1.72/0.0003
group_9937,EC:1.4.1.24/0.0001,EC:3.5.4.27/0.0001
group_9951,EC:1.23.5.1/0.0000
group_9945,EC:3.5.4.38/0.0008,EC:3.2.2.17/0.0005,EC:3.3.1.2/0.0003
group_9938,EC:4.7.1.1/0.5793
group_9947,EC:3.3.1.2/0.0131
group_9940,EC:5.4.99.5/0.0004,EC:2.7.7.6/0.0003
group_9941,EC:4.2.1.2/0.0014,EC:3.1.26.5/0.0010,EC:2.7.7.6/0.0008
group_9943,EC:6.2.1.14/0.0394
group_9949,EC:4.4.1.20/0.0007,EC:2.7.8.20/0.0005
group_9942,EC:3.1.21.4/0.0807
group_9952,EC:1.8.7.2/0.0000,EC:3.2.2.21/0.0000,EC:4.99.1.10/0.0000
group_9948,EC:1.4.3.2/0.0076,EC:2.8.4.1/0.0049
group_9946,EC:3.1.21.4/0.0557
group_9953,EC:3.1.21.4/0.0001
group_9944,EC:3.1.21.4/0.0097
group_9939,EC:3.1.21.4/0.0002
group_9622,EC:3.2.2.22/0.9412
group_9620,EC:4.1.99.11/0.0000,EC:4.2.2.17/0.0000,EC:3.2.1.129/0.0000
group_9623,EC:3.1.21.4/0.0027,EC:2.1.1.86/0.0021
group_6409,EC:3.1.1.4/0.0890
