group_9814,EC:4.2.1.2/0.1964
insC6_2~~~insC6_1~~~insC6,EC:2.1.1.72/0.0022
group_4840,EC:3.1.21.5/0.9854
group_20198,EC:3.1.1.14/0.0257
yibT_2~~~yibT_1~~~yibT,EC:3.4.23.2/0.0034,EC:4.2.3.38/0.0031
group_4842,EC:3.1.21.10/0.2039
group_4845,EC:3.2.1.17/0.2179
cdiA1~~~cdiA_2~~~yeeF~~~cdiA_3~~~cdiA~~~cdiA_1,EC:1.14.12.15/0.0002
group_4843,EC:3.4.24.84/0.0007
group_4844,EC:1.5.1.44/0.0000
dcuB_3~~~dcuB_2,EC:7.2.4.3/0.0001,EC:3.4.25.1/0.0000
group_20200,EC:5.6.2.1/0.0000
lacY_3,EC:7.5.2.5/0.0011
group_20201,EC:2.3.1.59/0.0000
group_20202,EC:2.7.7.49/0.0002,EC:2.7.7.48/0.0002
yjdJ_2~~~yjdJ_1~~~yjdJ,EC:1.8.1.7/0.0012
group_4846,EC:5.3.4.1/0.0012
traJ_1~~~traJ,EC:2.7.7.65/0.0001,EC:2.4.2.49/0.0000
group_4847,EC:2.6.1.83/0.0001
group_4848,EC:2.7.8.8/0.0019
group_10654,EC:3.2.2.6/0.0000
group_10655,EC:2.4.1.252/0.0000
sodC_2,EC:1.15.1.1/0.9540
group_4849,EC:3.1.26.5/0.0003,EC:2.1.1.72/0.0002
group_4850,EC:4.2.1.2/0.0098
dnaT_2~~~dnaT_3~~~dnaT_1,EC:2.1.1.72/0.0004
yfdO_1,EC:3.2.2.29/0.0001
group_4851,EC:2.7.7.7/0.0007,EC:3.6.4.12/0.0006
group_20203,EC:1.14.13.244/0.0008
group_4852,EC:2.7.7.6/0.1147
group_4853,EC:5.3.2.3/0.9965
group_4854,EC:6.5.1.1/0.0032
wzzB_2,EC:7.2.2.4/0.0001
group_4855,EC:6.4.1.6/0.0055
group_12760,EC:3.4.21.88/0.0023
traM_2~~~traM_1~~~traM,EC:3.1.21.4/0.0008,EC:4.2.1.2/0.0005
group_10780,EC:2.1.1.318/0.0722
group_4858,EC:3.1.21.4/0.0009
group_20204,EC:2.6.1.1/0.0284
recF_3~~~recF_2,EC:2.7.13.3/0.0002
group_4859,EC:2.3.2.27/0.0000
group_4860,EC:2.7.7.48/0.0000
group_20205,EC:2.7.7.68/0.0008
group_20206,EC:3.1.21.4/0.0001
group_20207,EC:2.7.7.49/0.0016
group_20208,EC:2.7.1.158/0.0003
group_4862,EC:4.1.1.81/0.0001
group_4863,EC:2.7.7.65/0.0073
group_4865,EC:5.3.99.5/0.0000,EC:3.2.1.103/0.0000
