group_16376,EC:3.2.1.129/0.8801
group_16377,EC:2.3.1.209/0.0000
gph_1,EC:3.1.3.18/0.0009
group_16378,EC:2.4.1.293/0.0001,EC:2.4.1.60/0.0000
cbeA_2,EC:1.20.4.1/0.0008,EC:1.11.1.24/0.0006
group_475,EC:3.4.24.50/0.0016
group_16379,EC:1.14.13.39/0.0009
group_8536,EC:3.2.2.22/0.0126
group_8497,EC:3.4.22.28/0.0001
group_8498,EC:4.1.1.44/0.0011
group_8496,EC:3.2.2.17/0.0016
group_16380,EC:1.15.1.1/0.0026
group_7450,EC:3.1.21.4/0.0290
group_12513,EC:2.4.2.31/0.0000,EC:2.4.1.198/0.0000
group_12514,EC:3.4.23.1/0.0008,EC:1.3.7.5/0.0007,EC:4.2.3.59/0.0007
group_16381,EC:4.2.1.96/0.0730
group_16387,EC:3.1.21.4/0.0606
group_16389,EC:2.1.1.56/0.0125
group_16397,EC:3.2.2.22/0.0015
group_16394,EC:1.4.1.4/0.0000
group_16395,EC:4.2.2.n2/0.0000
ptlF,EC:2.8.4.1/0.0008
group_16391,EC:1.12.98.3/0.1482
group_16398,EC:3.2.2.22/0.0001
group_16399,EC:2.7.1.78/0.0001
group_16402,EC:7.2.1.1/0.0000
group_16400,EC:1.4.3.2/0.0087,EC:3.1.1.32/0.0056
group_16403,EC:2.1.1.148/0.0220
group_16406,EC:1.1.1.124/0.0100
group_16407,EC:3.2.2.22/0.0041,EC:3.2.2.5/0.0026
atoE_1,EC:3.2.1.4/0.0000,EC:3.1.1.74/0.0000
group_7725,EC:1.2.5.2/0.0225,EC:1.12.1.2/0.0201
group_7482,EC:1.4.9.1/0.0119
group_16408,EC:1.11.1.13/0.0084
dinB,EC:2.7.7.7/0.9817
group_7396,EC:3.2.2.5/0.7061
group_16405,EC:6.4.1.8/0.0000
group_7048,EC:1.11.1.7/0.0017
group_16409,EC:4.2.1.96/0.0007
group_16410,EC:5.3.3.12/0.0030
group_16411,EC:1.14.14.3/0.0005
group_16412,EC:3.1.21.4/0.0001
group_16413,EC:1.3.7.5/0.0083
prmB,EC:2.1.1.298/0.9825
group_16414,EC:4.2.1.2/0.0042
group_6995,EC:4.2.3.167/0.0034,EC:4.2.3.168/0.0032
group_7603,EC:3.1.1.4/0.0514,EC:3.1.1.32/0.0345
group_7283,EC:4.2.1.2/0.0107,EC:5.4.99.5/0.0075,EC:1.3.7.5/0.0051
group_16415,EC:2.7.7.48/0.0004
group_3643,EC:1.14.13.244/0.0008
group_16417,EC:2.1.1.86/0.0029
group_16418,EC:1.2.5.2/0.0000
group_16416,EC:3.2.1.103/0.0000
group_15853,EC:2.7.10.2/0.0004
group_15856,EC:2.1.1.148/0.0006
group_15835,EC:4.2.1.28/0.0001
group_15837,EC:3.4.23.44/0.0079
group_15855,EC:3.2.1.129/0.0000
group_15844,EC:3.1.21.4/0.0009,EC:2.3.1.226/0.0008
group_15854,EC:3.4.23.44/0.0005
group_15839,EC:1.3.7.15/0.0043
group_15859,EC:3.4.24.18/0.0000
group_15861,EC:3.6.4.12/0.0000
group_16419,EC:3.1.1.4/0.0001
group_16423,EC:2.7.7.48/0.0015
group_16421,EC:1.1.1.176/0.0000
group_16424,EC:4.2.3.17/0.0001
group_16422,EC:3.4.24.33/0.0001
group_16425,EC:4.2.2.17/0.0000
group_14363,EC:2.7.1.176/0.0003
group_14360,EC:3.1.21.4/0.0014
sseA_2,EC:2.8.1.2/0.8125,EC:2.8.1.1/0.8091
group_3431,EC:2.4.1.33/0.0000
group_11052,EC:2.4.1.306/0.0006
group_11034,EC:2.5.1.89/0.0000,EC:2.4.1.356/0.0000
group_11010,EC:2.4.1.256/0.0002,EC:2.4.2.47/0.0001
group_11054,EC:2.7.13.3/0.0006
group_11017,EC:5.5.1.25/0.0000
wcaJ_1,EC:4.2.3.23/0.0022
group_16426,EC:3.5.1.76/0.0337
group_16427,EC:1.12.2.1/0.0015
group_16428,EC:3.1.26.5/0.0017
group_16429,EC:3.6.4.12/0.0000,EC:3.1.26.5/0.0000
aadB,EC:2.7.7.46/0.9983
ybaK_2,EC:2.4.2.4/0.0018
yeeO_1,EC:2.3.1.48/0.0005
group_15393,EC:3.6.1.15/0.0007
group_16431,EC:3.1.21.4/0.0006
group_16432,EC:2.1.1.17/0.0002
puuE_2,EC:2.6.1.19/0.8587
ydcR_2,EC:2.6.1.63/0.0002
gltR,EC:3.1.4.52/0.0001,EC:2.7.13.3/0.0001,EC:7.5.2.3/0.0001,EC:7.5.2.5/0.0000
